source	name	host	bias	factuality	country	detail
defiantamerica.com	defiant america	https://defiantamerica.com	questionable sources	low	united states	https://mediabiasfactcheck.com/defiant-america/
defund.com	defund.com	https://defund.com	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/defund-com/
delrionewsherald.com	del rio news-herald	https://delrionewsherald.com	least biased	high	united states	https://mediabiasfactcheck.com/del-rio-news-herald-bias/
delawareonline.com	delaware online - the news journal	https://www.delawareonline.com	left-center	high	united states	https://mediabiasfactcheck.com/delaware-online-news-journal/
delo.si	delo	https://delo.si	left-center	mostly factual	slovenia	https://mediabiasfactcheck.com/delo/
democracy21.org	democracy 21	https://www.democracy21.org	left-center	high	united states	https://mediabiasfactcheck.com/democracy-21/
democracychronicles.org	democracy chronicles	https://democracychronicles.org	left	high	united states	https://mediabiasfactcheck.com/democracy-chronicles/
democracyguardian.com/	democracy guardian	https://democracyguardian.com/	left	mostly factual	united states	https://mediabiasfactcheck.com/democracy-guardian/
democracynow.org	democracy now	https://www.democracynow.org	left	high	united states	https://mediabiasfactcheck.com/democracy-now/
democratandchronicle.com	democrat and chronicle	https://www.democratandchronicle.com	left-center	high	united states	https://mediabiasfactcheck.com/democrat-and-chronicle/
democraticmoms.com	democratic moms	https://democraticmoms.com	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/democratic-moms/
democrats.org	democratic national committee (dnc)	https://democrats.org	questionable sources	mixed	united states	https://mediabiasfactcheck.com/democratic-national-committee-dnc/
democraticunderground.com	democratic underground	https://www.democraticunderground.com	left	mixed	united states	https://mediabiasfactcheck.com/democratic-underground/
demos.org	demos	https://www.demos.org	left-center	high	united states	https://mediabiasfactcheck.com/demos/
denverguardian.com	denver guardian	https://denverguardian.com	questionable sources	very low	united states	https://mediabiasfactcheck.com/denver-guardian/
denverpost.com	denver post	https://www.denverpost.com	left-center	high	united states	https://mediabiasfactcheck.com/denver-post/
westword.com/	denver westword	https://westword.com/	left-center	high	united states	https://mediabiasfactcheck.com/denver-westword/
trumpers.online	departed (maganews.com)	https://trumpers.online	questionable sources	very low	united states	https://mediabiasfactcheck.com/departed-maganews-com/
deplorablekel.com	deplorable kel	https://deplorablekel.com	questionable sources	low	united states	https://mediabiasfactcheck.com/deplorable-kel/
deplorablemovement2020.news	deplorable movement 2020	https://deplorablemovement2020.news	questionable sources	low	united states	https://mediabiasfactcheck.com/deplorable-movement-2020/
deplorablesreport.com	deplorables report	https://deplorablesreport.com	right	mixed	united states	https://mediabiasfactcheck.com/deplorables-report/
derfmagazine.com	derf magazine	https://www.derfmagazine.com	satire		united states	https://mediabiasfactcheck.com/derf-magazine/
desmoinesregister.com	des moines register	https://www.desmoinesregister.com	least biased	high	united states	https://mediabiasfactcheck.com/the-des-moines-register/
deseretnews.com	deseret news	https://www.deseretnews.com	right-center	high	united states	https://mediabiasfactcheck.com/deseret-news/
desertsun.com	desert sun	https://www.desertsun.com	right-center	high	united states	https://mediabiasfactcheck.com/desert-sun/
deshabhimani.com/	deshabhimani	https://https://www.deshabhimani.com/	left	mixed	india	https://mediabiasfactcheck.com/deshabhimani/
desmogblog.com	desmog	https://www.desmogblog.com	left	high	united states	https://mediabiasfactcheck.com/desmog/
Detik.com	detik.com	https://Detik.com	least biased	mostly factual	indonesia	https://mediabiasfactcheck.com/detik-com/
freep.com	detroit free press	https://www.freep.com	left-center	high	united states	https://mediabiasfactcheck.com/detroit-free-press/
detroitnews.com	detroit news	https://www.detroitnews.com	right-center	high	united states	https://mediabiasfactcheck.com/detroit-news/
Deutschland.de	deutschland.de	https://Deutschland.de	right-center	mostly factual	germany	https://mediabiasfactcheck.com/deutschland-de/
welt.de	die welt	https://welt.de	right-center	high	united states	https://mediabiasfactcheck.com/die-welt/
zeit.de	die zeit	https://www.zeit.de	left-center	high	germany	https://mediabiasfactcheck.com/die-zeit/
differencebetween.net	differencebetween.net	https://www.differencebetween.net	least biased	very high	united states	https://mediabiasfactcheck.com/differencebetween-net/
digg.com	digg	https://digg.com	left-center	high	united states	https://mediabiasfactcheck.com/digg/
digitaljournal.com	digital journal	https://www.digitaljournal.com	least biased	high	canada	https://mediabiasfactcheck.com/digital-journal/
diply.com/	diply	https://https://diply.com/	left-center	mixed	canada	https://mediabiasfactcheck.com/diply/
disclose.tv	disclose tv	https://www.disclose.tv	conspiracy-pseudoscience	low	germany	https://mediabiasfactcheck.com/disclose-tv/
discovermagazine.com	discover magazine	https://discovermagazine.com	pro-science	high	united states	https://mediabiasfactcheck.com/discover-magazine/
discoverthenetworks.org	discover the networks	https://www.discoverthenetworks.org	questionable sources	low	united states	https://mediabiasfactcheck.com/discover-the-networks/
discovery.org	discovery institute	https://www.discovery.org	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/discovery-institute/
disobedientmedia.com	disobedient media	https://disobedientmedia.com	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/disobedient-media/
disrn.com	disrn	https://disrn.com	right	mixed	united states	https://mediabiasfactcheck.com/disrn/
dissentmagazine.org	dissent magazine	https://www.dissentmagazine.org	left	high	united states	https://mediabiasfactcheck.com/dissent-magazine/
diversityinc.com	diversityinc	https://www.diversityinc.com	left-center	high	united states	https://mediabiasfactcheck.com/diversityinc/
dmlnews.com	dml news	https://dmlnews.com	right	mixed	united states	https://mediabiasfactcheck.com/dml-news/
doctoroz.com	doctoroz.com (dr. oz)	https://www.doctoroz.com	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/doctoroz-com/
doctorswithoutborders.org	doctors without borders	https://www.doctorswithoutborders.org	least biased	high	france	https://mediabiasfactcheck.com/doctors-without-borders/
donaldtrumpnews.co	donald trump news	https://donaldtrumpnews.co	questionable sources	very low	united states	https://mediabiasfactcheck.com/donald-trump-news/
doubtfulnews.com	doubtful news	https://doubtfulnews.com	pro-science	very high	united states	https://mediabiasfactcheck.com/doubtful-news/
downsizinggovernment.org	downsizing the federal government	https://www.downsizinggovernment.org	right-center	high	united states	https://mediabiasfactcheck.com/downsizing-the-federal-government/
downtrend.com	downtrend	https://downtrend.com	questionable sources	low	united states	https://mediabiasfactcheck.com/downtrend/
dpa-international.com	dpa german press agency	https://www.dpa-international.com	least biased	high	germany	https://mediabiasfactcheck.com/dpa-german-press-agency/
draxe.com	dr. axe	https://draxe.com	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/dr-axe/
drainingtheswamp.info	draining the swamp	https://www.drainingtheswamp.info	questionable sources	low	united states	https://mediabiasfactcheck.com/draining-the-swamp/
drudgereport.com	drudge report	https://www.drudgereport.com	questionable sources	low	united states	https://mediabiasfactcheck.com/drudge-report/
drudge.com	drudge retort	https://www.drudge.com	left	mixed	united states	https://mediabiasfactcheck.com/drudge-retort/
duffelblog.com	duffel blog	https://www.duffelblog.com	satire		united states	https://mediabiasfactcheck.com/duffel-blog/
duhprogressive.com	duh progressive	https://duhprogressive.com	satire		united states	https://mediabiasfactcheck.com/duh-progressive/
duluthnewstribune.com	duluth news tribune	https://www.duluthnewstribune.com	least biased	high	united states	https://mediabiasfactcheck.com/duluth-news-tribune/
dutchdailynews.com	dutch daily news	https://www.dutchdailynews.com	left-center	mostly factual	netherlands	https://mediabiasfactcheck.com/dutch-daily-news/
dutchreview.com	dutch review	https://dutchreview.com	left-center	mixed	netherlands	https://mediabiasfactcheck.com/dutch-review/
dw.com	dw news	https://www.dw.com	left-center	high	germany	https://mediabiasfactcheck.com/dw-news/
eagleactionreport.com	eagle pac	https://eagleactionreport.com	right	mixed	united states	https://mediabiasfactcheck.com/eagle-pac/
eaglerising.com	eagle rising	https://eaglerising.com	questionable sources	low	united states	https://mediabiasfactcheck.com/eagle-rising/
earthsky.org	earth & sky	https://earthsky.org	pro-science	very high	united states	https://mediabiasfactcheck.com/earth-sky/
earthfirstjournal.org	earth first journal	https://earthfirstjournal.org	left	mixed	united states	https://mediabiasfactcheck.com/earth-first-journal/
earth.columbia.edu	earth institute	https://earth.columbia.edu	left-center	high	united states	https://mediabiasfactcheck.com/earth-institute/
earthmagazine.org	earth magazine	https://www.earthmagazine.org	pro-science	very high	united states	https://mediabiasfactcheck.com/earth-magazine/
ewao.com	earth we are one (ewao)	https://ewao.com	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/earth-one-ewao/
earthjustice.org	earthjustice	https://earthjustice.org	left-center	high	united states	https://mediabiasfactcheck.com/earthjustice/
earthnews2016.com	earthnews-conservative news	https://earthnews2016.com	questionable sources	mixed	unknown or invalid region	https://mediabiasfactcheck.com/earthnews-conservative-news/
earthpulse.com	earthpulse press	https://earthpulse.com	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/earthpulse-press/
eastbaytimes.com	east bay times	https://www.eastbaytimes.com	left-center	high	united states	https://mediabiasfactcheck.com/east-bay-times/
leadertelegram.com	eau claire leader-telegram	https://leadertelegram.com	least biased	high	united states	https://mediabiasfactcheck.com/eau-claire-leader-telegram/
econewsmedia.org	eco news	https://econewsmedia.org	conspiracy-pseudoscience	mixed	unknown or invalid region	https://mediabiasfactcheck.com/eco-news/
ecology.news	ecology news	https://ecology.news	conspiracy-pseudoscience	very low	united states	https://mediabiasfactcheck.com/ecology-news/
epi.org	economic policy institute	https://www.epi.org	left-center	high	united states	https://mediabiasfactcheck.com/economic-policy-institute/
economicpolicyjournal.com	economicpolicyjournal.com	https://www.economicpolicyjournal.com	right	high	united states	https://mediabiasfactcheck.com/economicpolicyjournal-com/
economicshelp.org	economics.help	https://www.economicshelp.org	left-center	high	united kingdom	https://mediabiasfactcheck.com/economics-help/
economyincrisis.org	economy in crisis	https://economyincrisis.org	left	mixed	united states	https://mediabiasfactcheck.com/economy-in-crisis/
ecowatch.com	ecowatch	https://www.ecowatch.com	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/ecowatch/
edge.org	edge foundation	https://www.edge.org	pro-science	very high	united states	https://mediabiasfactcheck.com/edge-foundation/
edmontonjournal.com	edmonton journal	https://edmontonjournal.com	right-center	high	canada	https://mediabiasfactcheck.com/edmonton-journal/
edmontonsun.com	edmonton sun	https://www.edmontonsun.com	right-center	high	canada	https://mediabiasfactcheck.com/edmonton-sun/
